sentence,start_index,stop_index
Je vais de Bordeaux à Mulhouse.,"(11, 19)","(22, 30)"
Mon itinéraire est de Poitiers à Lille.,"(22, 30)","(33, 38)"
Je planifie de me déplacer de Brest vers Argenteuil.,"(30, 35)","(41, 51)"
Trajet initial de Saint-Étienne en direction de Nanterre.,"(18, 31)","(48, 56)"
Course rapide de Saint-Paul à Nantes.,"(17, 27)","(30, 36)"
Je m'apprête à partir de Le Mans à Nice.,"(25, 32)","(35, 39)"
Départ de Saint-Étienne pour un voyage direct à Limoges.,"(10, 23)","(48, 55)"
Je commence mon périple à Le Mans pour finir à Poitiers.,"(26, 33)","(47, 55)"
Je projette de quitter Limoges pour Villeurbanne.,"(23, 30)","(36, 48)"
Départ de Dijon à Rouen.,"(10, 15)","(18, 23)"
Trajet initial de Rennes en direction de Poitiers.,"(18, 24)","(41, 49)"
Je vais partir de Mulhouse à destination de Rouen.,"(18, 26)","(44, 49)"
Randonnée de Le Havre jusqu'à Grenoble.,"(13, 21)","(30, 38)"
Mon intention est de voyager de Tourcoing à Nantes.,"(32, 41)","(44, 50)"
Je m'apprête à partir de Limoges à Roubaix.,"(25, 32)","(35, 42)"
Voyage sans escale de Boulogne-Billancourt à Perpignan.,"(22, 42)","(45, 54)"
Parti de Clermont-Ferrand pour atteindre Tours.,"(9, 25)","(41, 46)"
Escapade de Amiens à Toulon.,"(12, 18)","(21, 27)"
Départ de Roubaix pour un voyage direct à Limoges.,"(10, 17)","(42, 49)"
Périples de Reims à Saint-Étienne.,"(12, 17)","(20, 33)"
J'envisage un déplacement de Metz à Grenoble.,"(29, 33)","(36, 44)"
Je vais partir de Avignon à destination de Rouen.,"(18, 25)","(43, 48)"
Mon intention est de voyager de Caen à Paris.,"(32, 36)","(39, 44)"
Je dois effectuer le trajet de Dunkerque à Vitry-sur-Seine.,"(31, 40)","(43, 58)"
Je veux aller de Montreuil à Nancy.,"(17, 26)","(29, 34)"
Je projette de quitter Toulouse pour Roubaix.,"(23, 31)","(37, 44)"
Je quitte Villeurbanne pour Toulon.,"(10, 22)","(28, 34)"
Je planifie un trajet de Boulogne-Billancourt à Perpignan.,"(25, 45)","(48, 57)"
Je planifie de me déplacer de Vitry-sur-Seine vers Argenteuil.,"(30, 45)","(51, 61)"
Je planifie de me déplacer de Roubaix vers Créteil.,"(30, 37)","(43, 50)"
Périples de Reims à Nouméa.,"(12, 17)","(20, 26)"
Je souhaite me rendre de Lille à Saint-Denis.,"(25, 30)","(33, 44)"
Je souhaite me rendre de Le Mans à Metz.,"(25, 32)","(35, 39)"
Je quitte Tours pour Aix-en-Provence.,"(10, 15)","(21, 36)"
Je prévois de voyager de Toulouse à Strasbourg.,"(25, 33)","(36, 46)"
Trajet initial de Le Havre en direction de Tours.,"(18, 26)","(43, 48)"
Je veux aller de Tours à Rouen.,"(17, 22)","(25, 30)"
Randonnée de Créteil jusqu'à Paris.,"(13, 20)","(29, 34)"
Aventure de Créteil à Dunkerque.,"(12, 19)","(22, 31)"
Trajet initial de Besançon en direction de Amiens.,"(18, 26)","(43, 49)"
Je veux aller de Le Mans à Avignon.,"(17, 24)","(27, 34)"
Je vais de Paris à Saint-Étienne.,"(11, 16)","(19, 32)"
Voyage sans escale de Le Mans à Villeurbanne.,"(22, 29)","(32, 44)"
Mon voyage débute à Vitry-sur-Seine et se termine à Grenoble.,"(20, 35)","(52, 60)"
Périples de Rennes à Saint-Denis.,"(12, 18)","(21, 32)"
J'envisage un déplacement de Tourcoing à Vitry-sur-Seine.,"(29, 38)","(41, 56)"
Escapade de Bordeaux à Nouméa.,"(12, 20)","(23, 29)"
Je compte quitter Tourcoing pour Paris.,"(18, 27)","(33, 38)"
Mon itinéraire est de Brest à Villeurbanne.,"(22, 27)","(30, 42)"
Je compte quitter Caen pour Saint-Étienne.,"(18, 22)","(28, 41)"
Trajet initial de Caen en direction de Montpellier.,"(18, 22)","(39, 50)"
Odyssée depuis Metz en direction de Tours.,"(15, 19)","(36, 41)"
Je prévois de voyager de Saint-Paul à Poitiers.,"(25, 35)","(38, 46)"
Je planifie de me déplacer de Brest vers Dijon.,"(30, 35)","(41, 46)"
Je veux aller de Avignon à Boulogne-Billancourt.,"(17, 24)","(27, 47)"
Départ de Tourcoing pour un voyage direct à Grenoble.,"(10, 19)","(44, 52)"
Je quitte Le Havre pour Marseille.,"(10, 18)","(24, 33)"
Je vais partir de Argenteuil à destination de Créteil.,"(18, 28)","(46, 53)"
Mon départ est prévu de Grenoble à destination de Vitry-sur-Seine.,"(24, 32)","(50, 65)"
Je m'apprête à partir de Reims à Paris.,"(25, 30)","(33, 38)"
Mon départ est prévu de Argenteuil à destination de Nancy.,"(24, 34)","(52, 57)"
Je projette de quitter Toulon pour Marseille.,"(23, 29)","(35, 44)"
Il est prévu que je me rende de Mulhouse à Toulon.,"(32, 40)","(43, 49)"
J'envisage un déplacement de Tours à Annecy.,"(29, 34)","(37, 43)"
Je quitte Lille pour Roubaix.,"(10, 15)","(21, 28)"
Je prévois de voyager de Metz à Tours.,"(25, 29)","(32, 37)"
Départ de Annecy pour un voyage direct à Saint-Denis.,"(10, 16)","(41, 52)"
Il est prévu que je me rende de Nancy à Paris.,"(32, 37)","(40, 45)"
Je dois effectuer le trajet de Metz à Montreuil.,"(31, 35)","(38, 47)"
Je vais partir de Nancy à destination de Metz.,"(18, 23)","(41, 45)"
Trajet initial de Poitiers en direction de Marseille.,"(18, 26)","(43, 52)"
Je vais partir de Mulhouse à destination de Dunkerque.,"(18, 26)","(44, 53)"
Je quitte Nouméa pour Nice.,"(10, 16)","(22, 26)"
Promenade depuis Roubaix vers Limoges.,"(17, 24)","(30, 37)"
Je commence mon périple à Rennes pour finir à Annecy.,"(26, 32)","(46, 52)"
Je pars de Clermont-Ferrand pour arriver à Perpignan.,"(11, 27)","(43, 52)"
Je quitte Nancy pour Avignon.,"(10, 15)","(21, 28)"
Départ de Nice pour un voyage direct à Villeurbanne.,"(10, 14)","(39, 51)"
Je veux aller de Marseille à Perpignan.,"(17, 26)","(29, 38)"
Périples de Vitry-sur-Seine à Rennes.,"(12, 27)","(30, 36)"
Départ de Rennes à Toulon.,"(10, 16)","(19, 25)"
Mon départ est prévu de Caen à destination de Saint-Étienne.,"(24, 28)","(46, 59)"
Je dois me déplacer de Caen à Mulhouse.,"(23, 27)","(30, 38)"
Je vais partir de Dunkerque à destination de Créteil.,"(18, 27)","(45, 52)"
Je compte quitter Mulhouse pour Lyon.,"(18, 26)","(32, 36)"
Il est prévu que je me rende de Annecy à Dijon.,"(32, 38)","(41, 46)"
Je souhaite me rendre de Toulon à Créteil.,"(25, 31)","(34, 41)"
Je dois me déplacer de Mulhouse à Argenteuil.,"(23, 31)","(34, 44)"
Randonnée de Nouméa jusqu'à Limoges.,"(13, 19)","(28, 35)"
Je planifie de me déplacer de Orléans vers Le Mans.,"(30, 37)","(43, 50)"
Je commence mon périple à Argenteuil pour finir à Créteil.,"(26, 36)","(50, 57)"
J'envisage un déplacement de Rennes à Caen.,"(29, 35)","(38, 42)"
Je souhaite me rendre de Argenteuil à Boulogne-Billancourt.,"(25, 35)","(38, 58)"
Mon voyage débute à Besançon et se termine à Strasbourg.,"(20, 28)","(45, 55)"
Départ de Toulouse à Poitiers.,"(10, 18)","(21, 29)"
Périples de Saint-Denis à Annecy.,"(12, 23)","(26, 32)"
Mon itinéraire est de Créteil à Le Mans.,"(22, 29)","(32, 39)"
Je prévois de voyager de Avignon à Le Mans.,"(25, 32)","(35, 42)"
Odyssée depuis Saint-Étienne en direction de Poitiers.,"(15, 28)","(45, 53)"
Mon voyage débute à Caen et se termine à Dunkerque.,"(20, 24)","(41, 50)"
Je commence mon périple à Lyon pour finir à Vitry-sur-Seine.,"(26, 30)","(44, 59)"
Je commence mon périple à Annecy pour finir à Tours.,"(26, 32)","(46, 51)"
Je quitte Grenoble pour Metz.,"(10, 18)","(24, 28)"
Odyssée depuis Orléans en direction de Créteil.,"(15, 22)","(39, 46)"
Périples de Bordeaux à Perpignan.,"(12, 20)","(23, 32)"
Je commence mon périple à Montreuil pour finir à Villeurbanne.,"(26, 35)","(49, 61)"
J'envisage un déplacement de Lyon à Angers.,"(29, 33)","(36, 42)"
Je suis en route de Clermont-Ferrand vers Limoges.,"(20, 36)","(42, 49)"
Je compte quitter Argenteuil pour Lyon.,"(18, 28)","(34, 38)"
Mon départ est prévu de Brest à destination de Tourcoing.,"(24, 29)","(47, 56)"
Je souhaite me rendre de Mulhouse à Brest.,"(25, 33)","(36, 41)"
Je projette de quitter Rouen pour Nice.,"(23, 28)","(34, 38)"
Course rapide de Paris à Le Mans.,"(17, 22)","(25, 32)"
Je dois effectuer le trajet de Besançon à Vitry-sur-Seine.,"(31, 39)","(42, 57)"
J'envisage un déplacement de Nancy à Paris.,"(29, 34)","(37, 42)"
J'envisage un déplacement de Rennes à Poitiers.,"(29, 35)","(38, 46)"
Je planifie de me déplacer de Grenoble vers Nice.,"(30, 38)","(44, 48)"
Je m'apprête à partir de Brest à Vitry-sur-Seine.,"(25, 30)","(33, 48)"
J'envisage un déplacement de Tourcoing à Montreuil.,"(29, 38)","(41, 50)"
Mon départ est prévu de Nouméa à destination de Le Mans.,"(24, 30)","(48, 55)"
Périples de Villeurbanne à Montpellier.,"(12, 24)","(27, 38)"
Je planifie un trajet de Lille à Nîmes.,"(25, 30)","(33, 38)"
Je vais partir de Paris à destination de Besançon.,"(18, 23)","(41, 49)"
Je projette de quitter Avignon pour Le Mans.,"(23, 30)","(36, 43)"
Je pars de Angers pour arriver à Lille.,"(11, 17)","(33, 38)"
Il est prévu que je me rende de Nancy à Perpignan.,"(32, 37)","(40, 49)"
Mon intention est de voyager de Amiens à Brest.,"(32, 38)","(41, 46)"
Il est prévu que je me rende de Brest à Bordeaux.,"(32, 37)","(40, 48)"
Mon voyage débute à Nanterre et se termine à Nouméa.,"(20, 28)","(45, 51)"
Promenade depuis Clermont-Ferrand vers Limoges.,"(17, 33)","(39, 46)"
Aventure de Saint-Paul à Dunkerque.,"(12, 22)","(25, 34)"
Parti de Saint-Denis pour atteindre Amiens.,"(9, 20)","(36, 42)"
Randonnée de Rennes jusqu'à Clermont-Ferrand.,"(13, 19)","(28, 44)"
Périples de Nice à Reims.,"(12, 16)","(19, 24)"
Voyage sans escale de Nîmes à Reims.,"(22, 27)","(30, 35)"
Je pars de Orléans pour arriver à Caen.,"(11, 18)","(34, 38)"
Escapade de Tourcoing à Nantes.,"(12, 21)","(24, 30)"
Je pars de Strasbourg pour arriver à Avignon.,"(11, 21)","(37, 44)"
Je prévois de voyager de Rennes à Orléans.,"(25, 31)","(34, 41)"
Je m'apprête à partir de Toulouse à Villeurbanne.,"(25, 33)","(36, 48)"
Randonnée de Paris jusqu'à Lille.,"(13, 18)","(27, 32)"
Je compte quitter Montpellier pour Avignon.,"(18, 29)","(35, 42)"
Je veux aller de Tourcoing à Angers.,"(17, 26)","(29, 35)"
Trajet initial de Roubaix en direction de Orléans.,"(18, 25)","(42, 49)"
Voyage sans escale de Toulouse à Poitiers.,"(22, 30)","(33, 41)"
Je souhaite me rendre de Saint-Étienne à Dunkerque.,"(25, 38)","(41, 50)"
Je projette de quitter Strasbourg pour Saint-Étienne.,"(23, 33)","(39, 52)"
Je veux aller de Nouméa à Toulouse.,"(17, 23)","(26, 34)"
Je projette de quitter Toulouse pour Le Havre.,"(23, 31)","(37, 45)"
Mon itinéraire est de Tours à Clermont-Ferrand.,"(22, 27)","(30, 46)"
Je dois effectuer le trajet de Saint-Denis à Le Mans.,"(31, 42)","(45, 52)"
J'envisage un déplacement de Nouméa à Tours.,"(29, 35)","(38, 43)"
Trajet initial de Montpellier en direction de Boulogne-Billancourt.,"(18, 29)","(46, 66)"
Je compte quitter Argenteuil pour Saint-Étienne.,"(18, 28)","(34, 47)"
Je pars de Mulhouse pour arriver à Aix-en-Provence.,"(11, 19)","(35, 50)"
Je dois effectuer le trajet de Metz à Dunkerque.,"(31, 35)","(38, 47)"
Odyssée depuis Nanterre en direction de Brest.,"(15, 23)","(40, 45)"
Je planifie un trajet de Metz à Strasbourg.,"(25, 29)","(32, 42)"
Mon départ est prévu de Lille à destination de Reims.,"(24, 29)","(47, 52)"
Voyage sans escale de Caen à Saint-Étienne.,"(22, 26)","(29, 42)"
Je projette de quitter Vitry-sur-Seine pour Villeurbanne.,"(23, 38)","(44, 56)"
Je planifie un trajet de Saint-Paul à Perpignan.,"(25, 35)","(38, 47)"
Je prévois de voyager de Nice à Poitiers.,"(25, 29)","(32, 40)"
Mon intention est de voyager de Brest à Strasbourg.,"(32, 37)","(40, 50)"
Je veux aller de Bordeaux à Toulon.,"(17, 25)","(28, 34)"
Je planifie un trajet de Montreuil à Rennes.,"(25, 34)","(37, 43)"
Mon itinéraire est de Caen à Dunkerque.,"(22, 26)","(29, 38)"
Promenade depuis Saint-Paul vers Nouméa.,"(17, 27)","(33, 39)"
Promenade depuis Angers vers Le Mans.,"(17, 23)","(29, 36)"
Je prévois de voyager de Bordeaux à Saint-Denis.,"(25, 33)","(36, 47)"
Mon intention est de voyager de Perpignan à Le Mans.,"(32, 41)","(44, 51)"
Mon départ est prévu de Lyon à destination de Roubaix.,"(24, 28)","(46, 53)"
Je quitte Rouen pour Marseille.,"(10, 15)","(21, 30)"
Je pars de Roubaix pour arriver à Paris.,"(11, 18)","(34, 39)"
Je vais partir de Tours à destination de Rouen.,"(18, 23)","(41, 46)"
Je m'apprête à partir de Saint-Étienne à Orléans.,"(25, 38)","(41, 48)"
Je commence mon périple à Montreuil pour finir à Lyon.,"(26, 35)","(49, 53)"
Je commence mon périple à Nouméa pour finir à Nîmes.,"(26, 32)","(46, 51)"
Mon itinéraire est de Amiens à Saint-Denis.,"(22, 28)","(31, 42)"
Trajet initial de Saint-Étienne en direction de Reims.,"(18, 31)","(48, 53)"
Je commence mon périple à Le Mans pour finir à Nanterre.,"(26, 33)","(47, 55)"
Je m'apprête à partir de Nîmes à Rouen.,"(25, 30)","(33, 38)"
Escapade de Caen à Nanterre.,"(12, 16)","(19, 27)"
Mon intention est de voyager de Perpignan à Dunkerque.,"(32, 41)","(44, 53)"
Mon intention est de voyager de Rennes à Nantes.,"(32, 38)","(41, 47)"
Odyssée depuis Grenoble en direction de Toulon.,"(15, 23)","(40, 46)"
Je dois effectuer le trajet de Nanterre à Besançon.,"(31, 39)","(42, 50)"
Parti de Rennes pour atteindre Tourcoing.,"(9, 15)","(31, 40)"
Départ de Besançon pour un voyage direct à Clermont-Ferrand.,"(10, 18)","(43, 59)"
Je dois effectuer le trajet de Le Havre à Poitiers.,"(31, 39)","(42, 50)"
Je commence mon périple à Rennes pour finir à Mulhouse.,"(26, 32)","(46, 54)"
Promenade depuis Nantes vers Grenoble.,"(17, 23)","(29, 37)"
Randonnée de Le Havre jusqu'à Toulouse.,"(13, 21)","(30, 38)"
Je planifie de me déplacer de Dunkerque vers Montpellier.,"(30, 39)","(45, 56)"
Aventure de Angers à Montreuil.,"(12, 18)","(21, 30)"
Je planifie de me déplacer de Nanterre vers Nancy.,"(30, 38)","(44, 49)"
Je veux aller de Villeurbanne à Saint-Paul.,"(17, 29)","(32, 42)"
Trajet initial de Lille en direction de Paris.,"(18, 23)","(40, 45)"
Mon intention est de voyager de Besançon à Tours.,"(32, 40)","(43, 48)"
Je suis en route de Marseille vers Tourcoing.,"(20, 29)","(35, 44)"
Je compte quitter Saint-Étienne pour Marseille.,"(18, 31)","(37, 46)"
Promenade depuis Angers vers Perpignan.,"(17, 23)","(29, 38)"
Je projette de quitter Aix-en-Provence pour Dijon.,"(23, 38)","(44, 49)"
Je vais partir de Reims à destination de Nantes.,"(18, 23)","(41, 47)"
Promenade depuis Villeurbanne vers Reims.,"(17, 29)","(35, 40)"
Escapade de Lyon à Brest.,"(12, 16)","(19, 24)"
Je compte quitter Reims pour Metz.,"(18, 23)","(29, 33)"
Mon intention est de voyager de Strasbourg à Rennes.,"(32, 42)","(45, 51)"
Aventure de Nice à Créteil.,"(12, 16)","(19, 26)"
Trajet initial de Montreuil en direction de Vitry-sur-Seine.,"(18, 27)","(44, 59)"
Course rapide de Villeurbanne à Aix-en-Provence.,"(17, 29)","(32, 47)"
Promenade depuis Angers vers Villeurbanne.,"(17, 23)","(29, 41)"
Je compte quitter Nîmes pour Dunkerque.,"(18, 23)","(29, 38)"
Parti de Nantes pour atteindre Nanterre.,"(9, 15)","(31, 39)"
Je dois me déplacer de Dunkerque à Toulon.,"(23, 32)","(35, 41)"
Je vais partir de Marseille à destination de Dunkerque.,"(18, 27)","(45, 54)"
Je dois effectuer le trajet de Marseille à Limoges.,"(31, 40)","(43, 50)"
Départ de Lille pour un voyage direct à Clermont-Ferrand.,"(10, 15)","(40, 56)"
Je souhaite me rendre de Bordeaux à Dijon.,"(25, 33)","(36, 41)"
Je planifie un trajet de Nancy à Rouen.,"(25, 30)","(33, 38)"
Je suis en route de Tourcoing vers Caen.,"(20, 29)","(35, 39)"
Mon intention est de voyager de Rouen à Saint-Denis.,"(32, 37)","(40, 51)"
Je veux aller de Le Havre à Nantes.,"(17, 25)","(28, 34)"
Je souhaite me rendre de Poitiers à Nanterre.,"(25, 33)","(36, 44)"
Randonnée de Saint-Paul jusqu'à Aix-en-Provence.,"(13, 23)","(32, 47)"
Aventure de Le Mans à Créteil.,"(12, 19)","(22, 29)"
J'envisage un déplacement de Tourcoing à Clermont-Ferrand.,"(29, 38)","(41, 57)"
Départ de Toulon à Orléans.,"(10, 16)","(19, 26)"
Escapade de Rennes à Reims.,"(12, 18)","(21, 26)"
Je dois effectuer le trajet de Saint-Paul à Grenoble.,"(31, 41)","(44, 52)"
Je prévois de voyager de Boulogne-Billancourt à Vitry-sur-Seine.,"(25, 45)","(48, 63)"
Je planifie de me déplacer de Angers vers Toulouse.,"(30, 36)","(42, 50)"
Mon itinéraire est de Mulhouse à Montpellier.,"(22, 30)","(33, 44)"
Je dois me déplacer de Aix-en-Provence à Roubaix.,"(23, 38)","(41, 48)"
Je vais partir de Clermont-Ferrand à destination de Lyon.,"(18, 34)","(52, 56)"
Je pars de Paris pour arriver à Le Mans.,"(11, 16)","(32, 39)"
Je suis en route de Amiens vers Nice.,"(20, 26)","(32, 36)"
Voyage sans escale de Nîmes à Nouméa.,"(22, 27)","(30, 36)"
Je planifie un trajet de Villeurbanne à Nantes.,"(25, 37)","(40, 46)"
Mon départ est prévu de Angers à destination de Metz.,"(24, 30)","(48, 52)"
Promenade depuis Strasbourg vers Marseille.,"(17, 27)","(33, 42)"
Départ de Roubaix pour un voyage direct à Boulogne-Billancourt.,"(10, 17)","(42, 62)"
Mon itinéraire est de Montpellier à Annecy.,"(22, 33)","(36, 42)"
Randonnée de Nantes jusqu'à Clermont-Ferrand.,"(13, 19)","(28, 44)"
Je veux aller de Rennes à Angers.,"(17, 23)","(26, 32)"
Je pars de Bordeaux pour arriver à Reims.,"(11, 19)","(35, 40)"
Je veux aller de Toulouse à Limoges.,"(17, 25)","(28, 35)"
Je suis en route de Montpellier vers Créteil.,"(20, 31)","(37, 44)"
Je compte quitter Orléans pour Argenteuil.,"(18, 25)","(31, 41)"
Trajet initial de Boulogne-Billancourt en direction de Toulon.,"(18, 38)","(55, 61)"
Périples de Nîmes à Besançon.,"(12, 17)","(20, 28)"
Départ de Rennes pour un voyage direct à Limoges.,"(10, 16)","(41, 48)"
Mon départ est prévu de Toulon à destination de Créteil.,"(24, 30)","(48, 55)"
Je veux aller de Saint-Paul à Brest.,"(17, 27)","(30, 35)"
Départ de Argenteuil pour un voyage direct à Amiens.,"(10, 20)","(45, 51)"
Il est prévu que je me rende de Dunkerque à Orléans.,"(32, 41)","(44, 51)"
Course rapide de Marseille à Besançon.,"(17, 26)","(29, 37)"
J'envisage un déplacement de Saint-Denis à Poitiers.,"(29, 40)","(43, 51)"
Je commence mon périple à Nanterre pour finir à Lyon.,"(26, 34)","(48, 52)"
Je veux aller de Caen à Clermont-Ferrand.,"(17, 21)","(24, 40)"
Odyssée depuis Caen en direction de Boulogne-Billancourt.,"(15, 19)","(36, 56)"
Randonnée de Montreuil jusqu'à Saint-Étienne.,"(13, 22)","(31, 44)"
Odyssée depuis Toulouse en direction de Amiens.,"(15, 23)","(40, 46)"
Odyssée depuis Orléans en direction de Tours.,"(15, 22)","(39, 44)"
Je compte quitter Annecy pour Saint-Paul.,"(18, 24)","(30, 40)"
Départ de Clermont-Ferrand pour un voyage direct à Saint-Denis.,"(10, 26)","(51, 62)"
Parti de Orléans pour atteindre Toulouse.,"(9, 16)","(32, 40)"
Mon intention est de voyager de Le Havre à Angers.,"(32, 40)","(43, 49)"
Périples de Paris à Tourcoing.,"(12, 17)","(20, 29)"
Je dois me déplacer de Avignon à Mulhouse.,"(23, 30)","(33, 41)"
Course rapide de Vitry-sur-Seine à Marseille.,"(17, 32)","(35, 44)"
Aventure de Caen à Grenoble.,"(12, 16)","(19, 27)"
Périples de Rouen à Bordeaux.,"(12, 17)","(20, 28)"
J'envisage un déplacement de Paris à Mulhouse.,"(29, 34)","(37, 45)"
Escapade de Le Mans à Nancy.,"(12, 19)","(22, 27)"
Je planifie un trajet de Caen à Nice.,"(25, 29)","(32, 36)"
Mon départ est prévu de Lille à destination de Nice.,"(24, 29)","(47, 51)"
Il est prévu que je me rende de Aix-en-Provence à Amiens.,"(32, 47)","(50, 56)"
Je dois effectuer le trajet de Vitry-sur-Seine à Le Havre.,"(31, 46)","(49, 57)"
Je prévois de voyager de Perpignan à Roubaix.,"(25, 34)","(37, 44)"
Je prévois de voyager de Toulon à Strasbourg.,"(25, 31)","(34, 44)"
Voyage sans escale de Nîmes à Clermont-Ferrand.,"(22, 27)","(30, 46)"
Odyssée depuis Lyon en direction de Rouen.,"(15, 19)","(36, 41)"
Je suis en route de Tours vers Le Havre.,"(20, 25)","(31, 39)"
Trajet initial de Aix-en-Provence en direction de Créteil.,"(18, 33)","(50, 57)"
Je veux aller de Orléans à Paris.,"(17, 24)","(27, 32)"
Je planifie de me déplacer de Perpignan vers Montpellier.,"(30, 39)","(45, 56)"
Trajet initial de Annecy en direction de Roubaix.,"(18, 24)","(41, 48)"
Odyssée depuis Orléans en direction de Roubaix.,"(15, 22)","(39, 46)"
Parti de Angers pour atteindre Rennes.,"(9, 15)","(31, 37)"
